2024-12-10 02:36:21,054 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:21,055 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:21,059 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5003已经接收过该日志
2024-12-10 02:36:21,059 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5004已经接收过该日志
2024-12-10 02:36:21,060 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5004追加日志
2024-12-10 02:36:21,062 nioEventLoopGroup-3-4  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：11
2024-12-10 02:36:21,063 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:21,067 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5002已经接收过该日志
2024-12-10 02:36:21,068 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:21,073 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5001已经接收过该日志
2024-12-10 02:36:21,082 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:286] - 127.0.0.1:5004:检查！！！AentryParam(term=5, serverId=null, leaderId=127.0.0.1:5000, preLogIndex=10, preLogTerm=4, entries=[LogEntry(index=11, term=4, command=Command(command=CNEW))], leaderCommit=11)
2024-12-10 02:36:21,083 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:290] - 127.0.0.1:5004日志已经是最新的了,可以加入节点
2024-12-10 02:36:21,083 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:21,083 nioEventLoopGroup-7-4  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recCommandReq:445] - 节点:127.0.0.1:5002  接收到指令:CHANGE ADD 127.0.0.1:5004
2024-12-10 02:36:21,083 nioEventLoopGroup-7-4  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recCommandReq:468] - 节点不是LEADER, LEADER地址为：127.0.0.1:5000
2024-12-10 02:36:21,084 nioEventLoopGroup-25-1  WARN [cn.wjc.server.msg.impl.MsgProcessingImpl:recCommandRes:415] - 请求发送失败,应该发往:127.0.0.1:5000
2024-12-10 02:36:21,084 nioEventLoopGroup-3-4  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recCommandReq:445] - 节点:127.0.0.1:5000  接收到指令:CHANGE ADD 127.0.0.1:5004
2024-12-10 02:36:21,085 nioEventLoopGroup-3-4  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recCommandReq:492] - 节点127.0.0.1:5000,接收到节点变更指令PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000)], cOldNewList=[], leader=null, self=Peer(addr=127.0.0.1:5000))
2024-12-10 02:36:21,089 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5004的日志回应
2024-12-10 02:36:21,089 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5004接收成功
2024-12-10 02:36:21,092 nioEventLoopGroup-3-4  INFO [cn.wjc.server.action.AppendAentryAction:run:25] - 127.0.0.1:5000:进行一次同步检查PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000)], cOldNewList=[], leader=null, self=Peer(addr=127.0.0.1:5000)),2
2024-12-10 02:36:21,092 nioEventLoopGroup-3-4  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：11
2024-12-10 02:36:21,097 nioEventLoopGroup-3-4  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：11
2024-12-10 02:36:21,097 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:21,101 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5003追加日志
2024-12-10 02:36:21,102 nioEventLoopGroup-3-4  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：11
2024-12-10 02:36:21,103 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:21,106 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5002追加日志
2024-12-10 02:36:21,109 nioEventLoopGroup-10-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5003的日志回应
2024-12-10 02:36:21,109 nioEventLoopGroup-10-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5003接收成功
2024-12-10 02:36:21,110 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:21,113 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5001追加日志
2024-12-10 02:36:21,114 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5002的日志回应
2024-12-10 02:36:21,114 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5002接收成功
2024-12-10 02:36:21,114 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:327] - 127.0.0.1:5000:超过半数接收日志成功，提交日志到12
2024-12-10 02:36:21,123 nioEventLoopGroup-12-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5001的日志回应
2024-12-10 02:36:21,123 nioEventLoopGroup-12-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5001接收成功
2024-12-10 02:36:21,129 nioEventLoopGroup-11-1  INFO [cn.wjc.server.action.AppendAentryAction:run:25] - 127.0.0.1:5000:进行一次同步检查PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000)], cOldNewList=[Peer(addr=127.0.0.1:5004)], leader=null, self=Peer(addr=127.0.0.1:5000)),2
2024-12-10 02:36:21,129 nioEventLoopGroup-11-1  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：12
2024-12-10 02:36:21,133 nioEventLoopGroup-11-1  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：12
2024-12-10 02:36:21,134 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:21,137 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5003追加日志
2024-12-10 02:36:21,137 nioEventLoopGroup-11-1  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：12
2024-12-10 02:36:21,139 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:21,141 nioEventLoopGroup-11-1  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：12
2024-12-10 02:36:21,142 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:21,143 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:275] - 127.0.0.1:5003: FOLLOWER提交日志
2024-12-10 02:36:21,152 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5002追加日志
2024-12-10 02:36:21,155 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5001追加日志
2024-12-10 02:36:21,157 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:21,159 nioEventLoopGroup-11-1  WARN [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:338] - 127.0.0.1:5000:127.0.0.1:5002还未同步到最新的日志
2024-12-10 02:36:21,160 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:275] - 127.0.0.1:5002: FOLLOWER提交日志
2024-12-10 02:36:21,161 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:295] - 127.0.0.1:5004日志不一致，追溯前一个日志12
2024-12-10 02:36:21,162 nioEventLoopGroup-28-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5004的日志回应
2024-12-10 02:36:21,163 nioEventLoopGroup-10-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5003的日志回应
2024-12-10 02:36:21,163 nioEventLoopGroup-10-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5003接收成功
2024-12-10 02:36:21,164 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:275] - 127.0.0.1:5001: FOLLOWER提交日志
2024-12-10 02:36:21,165 nioEventLoopGroup-28-1  WARN [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:374] - 127.0.0.1:5000:127.0.0.1:5004接收失败，追溯前一个日志11 : AentryResult(term=5, success=false, MatchIndex=0, ConflictIndex=12)
2024-12-10 02:36:21,170 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:21,172 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:263] - 127.0.0.1:5004追加日志
2024-12-10 02:36:21,174 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5002的日志回应
2024-12-10 02:36:21,174 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:21,175 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5002接收成功
2024-12-10 02:36:21,175 nioEventLoopGroup-11-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:327] - 127.0.0.1:5000:超过半数接收日志成功，提交日志到13
2024-12-10 02:36:21,175 nioEventLoopGroup-12-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:312] - 127.0.0.1:5000:接收到127.0.0.1:5001的日志回应
2024-12-10 02:36:21,175 nioEventLoopGroup-12-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryRes:318] - 127.0.0.1:5000:127.0.0.1:5001接收成功
2024-12-10 02:36:21,178 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5002已经接收过该日志
2024-12-10 02:36:21,180 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:275] - 127.0.0.1:5004: FOLLOWER提交日志
