2024-12-10 02:36:25,805 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5002已经接收过该日志
2024-12-10 02:36:25,807 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:25,808 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:25,809 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5001已经接收过该日志
2024-12-10 02:36:25,810 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:25,812 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5004已经接收过该日志
2024-12-10 02:36:26,084 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:27,085 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:28,085 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:29,085 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:30,085 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:30,796 Raft thread  INFO [cn.wjc.server.action.AppendAentryAction:run:25] - 127.0.0.1:5000:进行一次同步检查PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=null, self=Peer(addr=127.0.0.1:5000)),4
2024-12-10 02:36:30,796 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:30,799 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:30,800 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:30,801 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5003已经接收过该日志
2024-12-10 02:36:30,803 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:30,803 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:30,805 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5002已经接收过该日志
2024-12-10 02:36:30,807 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:30,808 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:30,811 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5001已经接收过该日志
2024-12-10 02:36:30,812 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:30,814 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5004已经接收过该日志
2024-12-10 02:36:31,086 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:32,086 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:33,086 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:34,086 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:35,087 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:35,795 Raft thread  INFO [cn.wjc.server.action.AppendAentryAction:run:25] - 127.0.0.1:5000:进行一次同步检查PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=null, self=Peer(addr=127.0.0.1:5000)),4
2024-12-10 02:36:35,796 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:35,799 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:35,799 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5003接收到日志请求
2024-12-10 02:36:35,802 nioEventLoopGroup-9-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5003已经接收过该日志
2024-12-10 02:36:35,803 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:35,803 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5002接收到日志请求
2024-12-10 02:36:35,806 nioEventLoopGroup-7-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5002已经接收过该日志
2024-12-10 02:36:35,806 Raft thread  INFO [cn.wjc.server.model.impl.NodeDefaultImpl:sendUpdateLog:164] - 节点127.0.0.1:5000,!!接收到同步日志指令,当前节点commitindex：13
2024-12-10 02:36:35,806 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5001接收到日志请求
2024-12-10 02:36:35,809 nioEventLoopGroup-5-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5001已经接收过该日志
2024-12-10 02:36:35,809 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:249] - 127.0.0.1:5004接收到日志请求
2024-12-10 02:36:35,810 nioEventLoopGroup-23-1  INFO [cn.wjc.server.msg.impl.MsgProcessingImpl:recAentryReq:257] - 127.0.0.1:5004已经接收过该日志
2024-12-10 02:36:36,087 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
2024-12-10 02:36:37,087 main  WARN [cn.wjc.server.cOldNewTest:main:151] - 观察！！！！！！！！PeerSet(list=[Peer(addr=127.0.0.1:5003), Peer(addr=127.0.0.1:5002), Peer(addr=127.0.0.1:5001), Peer(addr=127.0.0.1:5000), Peer(addr=127.0.0.1:5004)], cOldNewList=[], leader=127.0.0.1:5000, self=Peer(addr=127.0.0.1:5001))
